"genotype"	"cell.width"	"cell.height"	"treatment"
"XA53"	21.1763581934385	69.1418439147994	"B"
"XA53"	85.8105330775492	31.8149947541766	"B"
"XA53"	97.1729885970242	45.0508097756654	"A"
"XA53"	58.1238890358247	5.85007205447182	"A"
"XA53"	3.05954152243212	61.8675569087267	"A"
"XA53"	96.8809780869633	90.1832823218778	"B"
"XA53"	69.0958569956012	82.1192065601237	"B"
"XA53"	46.177123539336	87.9208016003482	"A"
"control"	64.9397249414586	33.9104285690002	"B"
"XA53"	71.854486714676	12.9404981187545	"B"
"XA53"	10.1694787140936	78.9159823969938	"A"
"XA53"	44.8632739543915	82.0198593580164	"A"
"control"	59.01446881257	64.1732296526432	"B"
"XA53"	92.9557576673105	61.9085787948221	"A"
"XA53"	54.0383217632771	12.8000823022798	"A"
"control"	64.0787084490992	36.8675081494264	"B"
"XA53"	53.8790349471383	89.1270231731236	"B"
"XA53"	68.8192352004349	85.0279986960813	"A"
"XA53"	81.8232765213586	NA	"A"
"XA53"	26.867314395681	37.9166079106741	"B"
"XA53"	20.8231577816419	86.1869022307917	"B"
"XA53"	82.0832127943635	17.0221715692431	"B"
"XA53"	65.9736099951901	25.9035152045079	"B"
"XA53"	74.8877890842967	2.96669137999415	"A"
"control"	58.1289789439179	61.109443909023	"B"
"XA53"	21.8675740264356	20.0177411160432	"A"
"XA53"	9.1674746167846	43.1430905956775	"A"
"XA53"	75.8518907055259	73.9636109520681	"B"
"XA53"	55.0051203841344	74.9479625161737	"B"
"XA53"	42.999586373847	9.06381496777758	"A"
"XA53"	18.9891116650775	34.9380810726434	"A"
"XA53"	98.127533946652	7.84716222146526	"A"
"XA53"	86.9464638958685	1.15671289935708	"A"
"control"	46.8836973199621	66.947429915797	"A"
"XA53"	73.1979361860081	4.09277825662866	"B"
"control"	50.1968148528598	70.9185682338662	"B"
"XA53"	6.08720297086984	50.95941802077	"B"
"XA53"	95.899410435278	21.8142860721797	"B"
"control"	72.8731619616039	40.863342785649	"A"
"control"	57.9451437382028	30.8762783765793	"A"
"XA53"	95.0234854782932	5.96603157129139	"A"
"XA53"	94.9667380786501	10.9224877819419	"A"
"XA53"	6.93968371115625	NA	"A"
"XA53"	88.8878485138528	NA	"A"
"XA53"	54.0476612388156	92.1904751322232	"B"
"XA53"	46.8884434702806	41.9478820034303	"A"
"XA53"	5.92652210379019	44.840466593951	"A"
"XA53"	42.9424028097652	10.1989381480962	"B"
"XA53"	24.8809582123533	64.861398838833	"A"
"XA53"	27.9872162142768	13.9673486080952	"B"
"XA53"	77.9628664121032	74.0323509465903	"A"
"XA53"	15.930715258792	65.8900251203217	"B"
"XA53"	42.8447855434381	77.1720798232593	"B"
"XA53"	68.9471804017201	68.9424245811999	"B"
"XA53"	47.0412865395658	99.8773887444288	"A"
"XA53"	11.1608481700532	15.9309098823927	"B"
"XA53"	51.0845297980122	88.9905329217203	"A"
"XA53"	29.987000927981	79.9774508998729	"B"
"control"	45.0855856817216	54.1863350968808	"A"
"control"	33.03145018043	63.8939471492544	"A"
"control"	41.1776973136701	39.9318351889029	"B"
"XA53"	3.05210691038519	23.0365663870238	"B"
"XA53"	21.1740186046809	54.0113672523759	"A"
"XA53"	86.1410351238214	43.8555171390995	"B"
"XA53"	28.9024710938334	31.1101323002949	"B"
"XA53"	80.1547376592644	13.1156734118238	"B"
"control"	54.0973693073727	43.8234707763419	"A"
"XA53"	36.1009168811142	16.1397381798364	"A"
"XA53"	100.043710538	74.9835390258581	"A"
"XA53"	83.8027395127341	90.152417895291	"A"
"XA53"	76.0707473575138	84.9657187857665	"A"
"XA53"	81.0599177161232	48.9207568352111	"A"
"XA53"	15.1479006060399	90.8115789936855	"B"
"XA53"	92.0172148730606	87.1065039353445	"A"
"XA53"	26.174255139567	22.9562172498554	"B"
"XA53"	24.1191033394076	47.8522851862945	"B"
"XA53"	18.0004586620256	4.12395360535011	"A"
"XA53"	96.0125146175735	10.1951735873707	"A"
"control"	44.0111223293468	68.9741224998608	"A"
"control"	46.023541887477	72.1501444787718	"B"
"XA53"	20.8215052709915	10.8802448347211	"B"
"control"	63.0879199392162	36.8303743348457	"A"
"control"	30.1585332274437	62.8057225844823	"B"
"XA53"	3.06570465564728	90.873615248315	"B"
"XA53"	89.0018709394149	72.9040328859352	"A"
"XA53"	60.1488143277355	57.0987391611561	"A"
"XA53"	96.0588226791471	40.1333636888303	"B"
"XA53"	61.1064255495556	79.0730741471052	"B"
"XA53"	11.8927343215793	NA	"B"
"XA53"	70.9033869205043	85.1264448302798	"A"
"XA53"	79.1414087284356	86.0494119686075	"B"
"XA53"	70.1437611727975	79.9731314535253	"A"
"control"	35.8235269253142	72.8886416370049	"A"
"XA53"	46.8344664465636	7.17241328591481	"B"
"XA53"	81.9259176923893	71.9444348433986	"B"
"XA53"	66.9723230254836	2.12432080181316	"B"
"XA53"	76.8877339213155	4.16448618462309	"B"
"XA53"	82.0116008696146	99.8619276525453	"A"
"XA53"	25.0339508010074	NA	"B"
"control"	46.8880384299904	24.9523864978924	"B"
"XA53"	58.9209295609966	88.9974765702151	"B"
"XA53"	23.1596864024177	83.8113162945956	"B"
"XA53"	51.9877015398815	38.9401786359958	"A"
"control"	51.9108210321516	30.1430675880052	"B"
"XA53"	49.8201538450085	76.0095411960967	"B"
"XA53"	92.9734280064702	73.879550517723	"A"
"XA53"	86.9602544411086	30.866317441687	"A"
"XA53"	3.89470934839919	45.0176983492449	"B"
"XA53"	52.135751507245	NA	"A"
"control"	35.8648999812081	44.9802986136638	"A"
"XA53"	76.9034942725673	70.0023202006705	"A"
"XA53"	2.91026760339737	16.8824556944892	"B"
"control"	51.9888696321286	64.1762673767284	"B"
"XA53"	47.8575669429265	41.8396871919744	"B"
"XA53"	80.9841507633217	NA	"A"
"XA53"	100.009500991087	69.8288868008181	"A"
"XA53"	94.1250337194651	29.1983634469099	"B"
"XA53"	87.9888952825218	36.0232443071902	"A"
"XA53"	73.8122007974423	7.19128286018968	"A"
"XA53"	15.0883188660257	71.0933449298143	"B"
"XA53"	40.906879571639	98.101104524266	"A"
"XA53"	3.83223996656015	2.96863326979801	"B"
"XA53"	81.9900693105534	37.9781621533446	"B"
"XA53"	88.077694709599	24.9712355053984	"B"
"control"	35.8693521148525	46.096108474955	"B"
"XA53"	92.9174145801924	59.980520063825	"B"
"XA53"	100.183365400415	76.8738501946442	"B"
"XA53"	76.9264219358563	73.1078760628588	"B"
"control"	24.8245773558505	47.128740145918	"A"
"XA53"	24.9230691896752	24.8888718896545	"A"
"XA53"	26.0226378345862	57.0528775374405	"A"
"control"	56.1255729501136	69.9478163409978	"A"
"XA53"	67.0506809172221	92.1987293737009	"B"
"control"	65.0590700226836	71.1461292179301	"B"
"XA53"	94.0909601367079	77.8280578769743	"A"
"control"	47.9018255664036	24.0846643752418	"B"
"XA53"	39.0034119411372	86.8117763491347	"B"
"XA53"	3.13303094366565	53.1679187321104	"A"
"XA53"	14.8743787175976	4.99454793790355	"A"
"control"	62.0343358164653	54.0449960593134	"A"
"XA53"	83.1751467796974	64.0709986903705	"B"
"XA53"	93.866894295346	70.084824989643	"A"
"XA53"	27.1821434858255	59.8291237981059	"B"
"XA53"	32.1468143657781	53.9579847130924	"B"
"XA53"	53.1102766513824	12.9117669384927	"B"
"XA53"	26.9483100441284	31.1466761336662	"A"
"XA53"	15.9912360292859	69.0794013557024	"B"
"XA53"	91.9140753868036	54.1842759862542	"B"
"XA53"	26.9521073834039	85.0082634119317	"A"
"XA53"	82.9737390470691	42.1523550919257	"B"
"XA53"	68.8560622424819	54.113573429361	"B"
"XA53"	98.0712799071334	94.8540949032642	"B"
"XA53"	58.9330066984519	75.9461446160451	"A"
"XA53"	85.9509062560275	53.8055199258961	"B"
"XA53"	83.8655498368666	7.92231608005241	"B"
"XA53"	54.856311668735	3.844675974641	"A"
"XA53"	36.1452591246925	89.8186239262111	"B"
"XA53"	98.0663463452831	68.1872317414731	"B"
"XA53"	83.0359914387576	23.8166273223236	"B"
"control"	47.147256847471	56.9428530919366	"B"
"XA53"	71.104237628635	78.8717449415475	"B"
"XA53"	46.9828523036092	84.9598966448568	"A"
"XA53"	7.95497858896852	93.0788948632777	"A"
"XA53"	96.0868895728141	57.1802329868078	"A"
"control"	52.9066148748621	64.0553710903972	"B"
"XA53"	13.0537583942525	57.1240360172465	"A"
"XA53"	100.151303846203	30.1871554978192	"A"
"XA53"	35.1559098559432	90.8475387364626	"A"
"XA53"	50.8155895650387	1.8939745509997	"A"
"XA53"	24.8668876323849	69.0474385403097	"A"
"XA53"	27.0415152820759	33.8502131263725	"A"
"XA53"	38.8541032323614	3.05387118766084	"B"
"XA53"	14.0721390775405	67.0387998696417	"A"
"XA53"	42.1643640288152	21.1153244716115	"B"
"XA53"	7.02044695261866	28.8593720880337	"B"
"XA53"	1.10873694429174	61.8027801056393	"A"
"XA53"	64.1290897940285	95.869585239701	"B"
"XA53"	35.8725332316942	94.058548449073	"B"
"XA53"	94.1975438929163	8.98772383909673	"A"
"XA53"	92.1913151443936	30.9588243589737	"A"
"XA53"	50.0331938437186	18.1766302069649	"B"
"XA53"	21.9497744052671	96.1654040769674	"B"
"control"	26.0699315932579	47.9714359125122	"A"
"XA53"	95.9006940008141	67.9440719162114	"A"
"XA53"	86.9160957044922	2.11666647316888	"B"
"XA53"	67.9070300121792	88.0322219102643	"B"
"XA53"	4.94789875829592	50.8371290719137	"A"
"XA53"	19.9379325242713	95.9817226299085	"B"
"XA53"	21.1831659756601	56.1154032382183	"B"
"control"	36.9554178254679	45.1891159654595	"A"
"control"	64.1688184651546	43.0575658030808	"A"
"XA53"	29.0780741118826	79.0218068709597	"A"
"XA53"	5.06099795224145	22.8121229340322	"B"
"XA53"	53.1878539085388	15.1015394184738	"B"
"XA53"	11.1602551400661	72.964100012742	"B"
"XA53"	2.04096506601199	30.8028018248267	"A"
"XA53"	70.1455103309825	97.1556349297985	"B"
"control"	47.9257367493585	71.0973080933094	"B"
"XA53"	30.1934065735899	8.81532659688964	"A"
"control"	67.1682365828194	NA	"A"
"XA53"	85.916802781634	6.98196723153815	"B"
"XA53"	36.9147534877993	87.8218246287666	"A"
"XA53"	58.8241986684501	16.8121357640252	"B"
"XA53"	85.0977056466974	24.0782056177966	"B"
"XA53"	12.8807846056297	82.0274479046464	"B"
"XA53"	11.1608481700532	NA	"B"
"XA53"	15.0026217121631	36.1126336645335	"B"
"XA53"	77.0782722190954	39.0952667349018	"A"
"XA53"	4.0739432329312	42.1530963942409	"B"
"control"	32.1215336406603	76.8521939868107	"B"
"XA53"	12.8757862009108	44.8737771972083	"A"
"XA53"	81.8358742176555	19.028392882552	"A"
"XA53"	33.8008967556991	9.09508170131594	"B"
"XA53"	1.81516615012661	4.16341599421576	"B"
"control"	46.0645247416571	62.0620887184516	"B"
"XA53"	75.1922943059355	88.1112513540313	"B"
"XA53"	19.1432913381606	55.8777579370886	"B"
"XA53"	20.1693542611785	59.1012942747213	"B"
"XA53"	8.8570945199579	79.0310258542188	"A"
"control"	54.8362381211482	69.8129554556683	"B"
"XA53"	47.1934561072849	9.84316688906401	"A"
"XA53"	31.8605945994146	56.1705911560915	"B"
"XA53"	78.8305125287734	55.8136494392529	"B"
"XA53"	58.8180288126692	57.1918614411727	"B"
"XA53"	93.1986335677095	47.9100438016467	"B"
"XA53"	73.8636819688603	60.9733675805852	"B"
"XA53"	73.8240938717499	73.8942429060116	"B"
"XA53"	82.9937025791965	100.19012292102	"A"
"XA53"	13.9924135360867	89.8928599024191	"A"
"control"	28.8899596708827	NA	"B"
"XA53"	11.1698003708385	77.8625437809154	"B"
"control"	58.1288891101256	63.8023895878345	"B"
"XA53"	14.1443539882079	95.1359116967767	"B"
"XA53"	55.1426063623279	28.8408357705921	"B"
"XA53"	10.184308303427	1.05961500639096	"A"
"control"	54.9647643859498	45.9153189070523	"B"
"XA53"	60.1884385782294	14.1463056695648	"A"
"XA53"	87.1825413434766	50.11723326426	"A"
"XA53"	83.9570883139037	75.998814480938	"B"
"XA53"	89.8641417935491	32.8265395703726	"A"
"control"	64.9346902089193	35.1746568355709	"A"
"XA53"	95.9466138218529	11.8878940115683	"A"
"XA53"	34.8608415956609	9.05193739859387	"A"
"XA53"	0.910333715286106	40.1205656370148	"A"
"XA53"	80.027408405859	53.9632986892946	"A"
"control"	44.1092920714058	NA	"A"
"XA53"	9.99383883038536	NA	"B"
"XA53"	10.1284212881699	22.9607222549617	"B"
"XA53"	38.8591444646008	73.9786478877068	"B"
"XA53"	25.0183580204844	24.0415728978813	"A"
"XA53"	7.80786236077547	64.1555639401078	"A"
"XA53"	61.1240377136506	87.0758224019781	"B"
"XA53"	89.9723499831744	76.8317699710838	"A"
"control"	31.170588827692	73.1462323072366	"A"
"XA53"	47.051250772737	78.0421056414023	"A"
"control"	67.9593614242971	75.1798383242451	"A"
"XA53"	30.9817195882089	78.8935738864355	"A"
"XA53"	96.8149621129036	22.934169117827	"A"
"XA53"	92.163720452413	84.1095317936502	"B"
"XA53"	18.1021197653376	17.1113823074847	"B"
"XA53"	9.85840233005583	47.9163837339729	"B"
"control"	46.8343895706348	NA	"A"
"XA53"	84.1988333486021	15.073991735559	"A"
"XA53"	29.0976073966362	29.9287538460456	"B"
"XA53"	77.1566769871861	58.0403168603778	"B"
"control"	43.0436163714156	51.8421965522692	"B"
"XA53"	22.8382232240401	84.9467872464098	"A"
"control"	57.079438687209	68.149888241943	"A"
"XA53"	14.8676959822886	25.024494055286	"B"
"XA53"	51.8459811192937	21.8428855543956	"A"
"XA53"	49.9937062173151	11.0120327611454	"A"
"XA53"	24.8080885405652	11.1639354910702	"A"
"XA53"	38.9338605866767	78.9050786187872	"A"
"XA53"	18.9739001471549	50.906090317294	"A"
"XA53"	84.8685526493937	79.0503505304456	"A"
"XA53"	23.005254124105	41.0721781426109	"B"
"XA53"	21.0882688896731	70.1051314975135	"B"
"XA53"	69.9429175010882	98.005095195584	"A"
"XA53"	51.8595429803245	93.1676331975497	"B"
"control"	71.953085436672	73.9823953803629	"A"
"XA53"	81.1554223256186	18.0106321228668	"B"
"XA53"	100.074380521849	42.9434500516392	"B"
"XA53"	4.0755407336168	96.8326901387423	"B"
"control"	40.1880766496994	27.996551481355	"B"
"control"	52.0229733779095	67.9138573989272	"B"
"XA53"	7.17416648417711	17.9172491061501	"A"
"XA53"	47.9342676894739	98.9874095683917	"B"
"XA53"	44.9137974184938	40.0143881750293	"B"
"XA53"	18.0068741300143	59.9919409846887	"B"
"XA53"	34.8783979841508	7.95348183643073	"A"
"XA53"	17.1260753540322	73.1357061086223	"A"
"XA53"	92.8682534793392	48.9723136669956	"A"
"control"	66.8816918176599	66.1521995488554	"A"
"XA53"	78.9594115145505	76.9554651280865	"A"
"XA53"	63.8835678794421	92.9167787837796	"B"
"control"	35.9703578417189	NA	"B"
"XA53"	80.1503835018724	86.8595023587346	"A"
"control"	53.1753772383556	33.9262678660452	"B"
"XA53"	7.09302562912926	92.8674454282969	"B"
"XA53"	10.1712565990165	98.1974860527553	"B"
"control"	33.106312472932	47.8260652800091	"B"
"XA53"	44.0710151331499	NA	"A"
"XA53"	65.0971786097623	4.1406900648959	"A"
"control"	28.1078784959391	57.858463011682	"B"
"control"	74.8130629819818	41.0157816874795	"B"
"XA53"	73.8973996000364	36.0878242723644	"B"
"XA53"	100.066652127542	45.0729639626108	"B"
"XA53"	86.032760301698	58.1831019193865	"B"
"XA53"	21.1231168597005	27.0957857063971	"B"
"XA53"	7.84589120894671	4.02472071563825	"B"
"XA53"	3.00601249504834	98.0129918192513	"B"
"XA53"	86.9183049444109	19.0167315428145	"A"
"XA53"	82.0269567012787	9.82985020466149	"B"
"control"	33.8097343031317	42.9175886970945	"B"
"XA53"	18.1857365353964	88.8558756374754	"A"
"XA53"	12.1745169696398	57.142840926256	"B"
"XA53"	86.9428772045299	29.8862740800716	"A"
"XA53"	2.99890742423013	56.0625235770829	"B"
"XA53"	7.87251355862245	NA	"B"
"XA53"	99.0045889343135	7.12361126514152	"A"
"control"	48.0029005857185	55.814302091673	"A"
"XA53"	88.8139245978557	28.8571667646058	"B"
"XA53"	81.8371983110905	6.9487087212503	"B"
"XA53"	75.8436552079394	27.8902926964685	"B"
"XA53"	97.0055807352066	32.0163289641961	"B"
"XA53"	2.04582637604326	65.1413264238276	"B"
"XA53"	98.9065192032605	2.99500374710187	"A"
"XA53"	42.0383625463583	38.1066873966716	"B"
"XA53"	100.088048007153	82.1568147922866	"B"
"XA53"	47.1482605228201	37.1065506774932	"B"
"XA53"	40.8734700785019	12.0111967784353	"B"
"control"	59.1251592804678	28.9794663622044	"A"
"control"	55.8670196861029	45.0657513709739	"B"
"XA53"	100.056944088172	47.8695778091438	"B"
"XA53"	75.1638223536313	30.8602905056439	"B"
"control"	24.1419657206163	50.0696826302446	"A"
"XA53"	19.0695848013274	44.8839467961341	"B"
"XA53"	58.8778020553291	45.9915703793056	"B"
"control"	33.0965755951591	38.1658580379561	"B"
"XA53"	72.9952345780097	86.815887385048	"A"
"XA53"	19.1453530894592	11.9267580524087	"A"
"XA53"	24.1983469839208	99.1710410070606	"A"
"XA53"	4.87040980728343	90.1017395991832	"A"
"XA53"	25.8559756867588	70.9161213950254	"B"
"XA53"	27.1761409725994	96.8627165414393	"B"
"XA53"	28.9671007460915	33.8238035893999	"B"
"XA53"	11.0818441090174	8.9130753275007	"B"
"control"	30.0022029357962	46.9844314098358	"B"
"XA53"	78.0371348716319	63.0131307948381	"A"
"control"	32.0938407669775	52.1735184245743	"A"
"XA53"	3.14278457360342	51.8585196438246	"B"
"XA53"	34.1021525574848	30.0389483011328	"B"
"XA53"	68.8769247337245	36.0352215110324	"A"
"control"	34.923216643557	69.0134078933857	"A"
"XA53"	10.1750755926594	44.018719261419	"B"
"control"	53.8556873096153	65.0767302815802	"B"
"XA53"	94.9538261990994	30.9933506698348	"A"
"XA53"	49.8469255694188	90.857929480169	"B"
"XA53"	46.9063406897709	22.1748558289371	"A"
"XA53"	61.1634213431738	92.1466836903244	"B"
"XA53"	34.1453749849461	98.8584385239519	"B"
"XA53"	86.9523487618193	95.1429985455237	"A"
"XA53"	12.1122062123381	24.0107323161326	"B"
"XA53"	90.9531334579922	42.9041876315139	"A"
"XA53"	4.078054057993	43.1401035505347	"A"
"XA53"	23.0502730762586	96.045930061955	"A"
"XA53"	51.1208385447972	74.9599113820121	"A"
"control"	59.9105832577683	60.8883208445273	"B"
"control"	49.0452997367829	26.0636702845804	"A"
"XA53"	18.0107402516529	25.8474694363773	"B"
"XA53"	17.902950301487	14.1268070452847	"A"
"control"	38.8101095861755	36.8789577474818	"A"
"XA53"	1.87891480959952	58.0207907631062	"A"
"XA53"	84.8165063688532	31.9676940025762	"B"
"XA53"	94.1740822023712	16.0621865035035	"B"
"XA53"	58.8136133927852	15.9454392693937	"B"
"XA53"	92.1734346733429	59.9314880503342	"B"
"XA53"	35.1088915339671	15.1971190787852	"B"
"XA53"	61.1285906349309	1.97386410599574	"B"
"XA53"	79.1461768893525	43.0228936327621	"B"
"XA53"	74.9476413332857	NA	"A"
"XA53"	59.0894262059592	35.1237121459097	"B"
"control"	68.1465674417093	71.1832678550854	"A"
"XA53"	20.1415248217061	37.9333188775927	"B"
"XA53"	55.1276379393414	36.8467760814354	"A"
"XA53"	13.1427761428989	43.1902815781534	"A"
"XA53"	3.15144019965082	67.0083373289555	"A"
"XA53"	15.1641479392536	44.0236316647381	"B"
"XA53"	14.9020688554272	56.1878493091092	"B"
"XA53"	54.0755016868934	37.8183262469247	"B"
"XA53"	29.0573929035105	18.8354249354452	"B"
"XA53"	6.11844939747825	85.9676397434436	"B"
"XA53"	8.88500708816573	41.8030366073363	"A"
"control"	45.8399999875575	70.1130372676998	"A"
"XA53"	61.8153034647927	21.9230463908985	"A"
"control"	33.1237538323738	41.8664450315759	"A"
"XA53"	1.97978233331814	66.9743677994236	"A"
"control"	59.0730880842544	31.1030593387783	"A"
"XA53"	20.8498392511159	85.1030615080148	"A"
"XA53"	38.057968643494	17.9150545673445	"B"
"XA53"	3.93599305134267	0.815051588881761	"B"
"XA53"	92.9956064990722	79.0026760905981	"A"
"XA53"	80.954855706729	36.9352377742529	"A"
"control"	61.9187757068314	62.1904259340838	"A"
"XA53"	56.0411680176854	38.1310791659169	"A"
"XA53"	11.8159189375117	70.0450542916544	"B"
"control"	44.8328842383809	43.1358818824403	"B"
"XA53"	39.1730719857849	12.1937671092339	"B"
"XA53"	93.9655832359567	7.82515116967261	"A"
"XA53"	67.8875253542326	89.1181955340318	"A"
"XA53"	88.8951794171706	NA	"A"
"XA53"	41.878704037983	7.81118882428855	"B"
"XA53"	35.8215565992519	90.8880242140032	"A"
"XA53"	35.931302560214	5.1958030984737	"B"
"XA53"	48.0982261575758	95.8313789790496	"A"
"control"	48.1326357690617	63.0242980555631	"B"
"XA53"	87.976417040918	61.8980851436034	"B"
"control"	70.0447310654447	45.1941099688411	"B"
"XA53"	88.0918768534437	32.1353486271575	"A"
"XA53"	55.8992837562226	75.9845079383813	"A"
"XA53"	99.9425620412454	55.1487963629886	"A"
"XA53"	88.1147337446921	63.8957976580597	"B"
"XA53"	80.9559716786258	59.8919071069919	"B"
"XA53"	36.0818800698034	92.8926307158545	"A"
"XA53"	11.9114825699478	42.8662607938051	"A"
"XA53"	93.9929924608208	47.860591033753	"B"
"XA53"	38.084302041959	56.0220065720379	"A"
"XA53"	81.9952696004882	74.9471610641107	"B"
"XA53"	84.0885308478028	98.8151301015168	"A"
"XA53"	91.1046031079255	84.9687430500984	"A"
"XA53"	62.0757292233408	NA	"A"
"XA53"	23.8971694523469	9.87520730188117	"B"
"control"	49.1064993916079	69.9618245124817	"B"
